ftst_tckr_no,topc_id,kor_item_name,item_eng_dtl_name,bzns_otln_dtl_text,myd_excg_no,oppr_tot_amt
024720-KR,CP0000003366,한국콜마홀딩스,"KOLMAR KOREA HOLDINGS CO.,LTD","동사는 다른 회사의 주식을 소유함으로써 다른 회사를 지배하는 것을 주된 목적으로 하는 지주회사임. 유가증권시장 최초 상장일은 2002년 4월 9일이나, 2012년 10월 인적분할로 인해 변경 상장됨. 동사가 자회사인 한국콜마 등으로 부터 받는 상표권 사용수익, 경영관리수수료, 지분법이익, 배당금 및 임대료 등이 주 수입원임. 2020년 5월 의약품 제조·판매업을 하는 자회사 콜마파마를 1,762억원에 사모펀드에 양도함.",KRX,325234
017960-KR,CP0000003447,한국카본,"Hankuk Carbon Co., Ltd","1984년 9월 17일 탄소섬유 및 합성수지 제조를 주사업목적으로 설립. 낚시대 재료인 Carbon Sheet를 생산하며 1984년 설립, 출범하였으며, 이 후 LNG의 수요 증대와 더불어 LNG 운반선 화물창의 핵심 부품인 INSULATION PANEL 생산하고 있음. 한국의 고유 문화인 온돌 문화에 영향을 끼치는 바닥장식재의 필수 재료인 Glass Paper를 생산, 납품하고 있음.",KRX,580800
095660-KR,CP0000003450,네오위즈,NEOWIZ,"동사의 주 수익원은 게임 콘텐츠 개발과 퍼블리싱 사업이며, 온라인, 모바일, 콘솔 등의 게임 플랫폼에서 카드게임, 슈팅, 스포츠, RPG, 리듬게임 등 다양한 장르의 게임을 서비스하고 있음. 본사 사옥의 공간을 활용한 임대 사업과 게임 및 다양한 산업에 대한 모바일 광고 사업도 영위함. 동사를 포함하여 국내 계열회사는 14개이며 이중 상장사는 2개사 (네오위즈, 네오위즈홀딩스), 비상장사는 12개사임.",KRX,542969
016710-KR,CP0000003577,대성홀딩스,"DAESUNG HOLDINGS Co., Ltd.","동사는 도시가스 제조 및 공급을 영위할 목적으로 1983년 1월 설립되었으며, 1992년 12월 유가증권시장에 상장되었음. 2009년 물적분할 이후 종속회사에 대한 경영효율성 및 투명성 향상, 지배구조 개선 등의 업무지원을 하며 계열회사의 실질적인 지주회사 역할을 수행 중임. 동사 사업 부문은 경영관리, IT, 교육콘텐츠로 분류됨. 대성에너지, 대성글로벌네트웍, 대성환경에너지 등을 연결대상 종속회사로 보유하고 있음.",KRX,1298420
002310-KR,CP0000003723,아세아제지,"Asia Paper Manufacturing Co., Ltd.","동사는 1958년 설립돼 1988년 유가증권시장에서 주식이 거래되기 시작함. 지류 제조 및 판매업, 수출입업 등을 주요사업으로 영위함. 종속기업인 경산제지, 제일산업, 유진판지, 에이팩, 에이피리싸이클링이 영위하는 골판지와 골판지상자 관련 산업은 골판지원지를 주 원재료로 하여 골판지원단, 골판지상자 등을 생산하는 사업을 영위함. 세종, 시화 등에 생산시설을 운영 중임.",KRX,330495
00680K-KR,CP0000033783,미래에셋증권2우B,MIRAE ASSET SECURITIES CO. LTD. Cum Pfd Registered Shs,"Mirae Asset Securities Co., Ltd. engages in the provision of comprehensive asset management and brokerage services. It provides wealth management, investment banking and securities trading services. The company was founded on September 23, 1970 and is headquartered in Seoul, South Korea.",KRX,3961890
007575-KR,CP0000033784,일양약품우,ILYANG PHARMACEUTICAL CO. LTD Pfd Registered Shs Non-Voting,"Il-Yang Pharmaceutical Co., Ltd. engages in the manufacture and sale of pharmaceuticals. It operates through the following business divisions: Specialty Meidicine, Over-the-counter Medicine, Export, and Others. Its products include ethical and over-the counter drugs under the brand names of NolTec, Supect, and Wonbi-D. The company was founded on July 1, 1946 and is headquartered in Yongin-si, South Korea.",KRX,450.3
007815-KR,CP0000033785,코리아써우,Korea Circuit Co Ltd Pfd  Non-Voting,"KOREA CIRCUIT Co. Ltd. engages in the manufacture and sale of printed circuit boards. Its products include high density interconnection circuit boards, package substrate and rigid-reflex. The company was founded on April 11, 1972 and is headquartered in Ansan-si, South Korea.",KRX,561068
00781K-KR,CP0000033786,코리아써키트2우B,Korea Circuit Co Ltd Pfd. Shs 2 Non-Voting,"KOREA CIRCUIT Co. Ltd. engages in the manufacture and sale of printed circuit boards. Its products include high density interconnection circuit boards, package substrate and rigid-reflex. The company was founded on April 11, 1972 and is headquartered in Ansan-si, South Korea.",KRX,561068
175250-KR,CP0000003870,아이큐어,Icure Pharmaceutical Inc.,"약물전달시스템에 관한 원천기술을 바탕으로 패취형 의약품을 중심으로 한 의약품연구개발 및 의약품과 화장품 OEM, ODM을 주요 사업으로 영위. 도네페질 패취 개량신약 국내 임상 3상에 성공하였으며, 2021년 11월 품목허가 승인을 획득하고 상업화를 앞두고 있음. DDS 및 TDDS 기술력과 ISO9001, ISO14001 인증 획득한 화장품 공장을 통해 기초화장품 및 마스크 OEM, ODM 사업을 영위하고 있음.",KRX,258826
084110-KR,CP0000003728,휴온스글로벌,"Huons Global Co., Ltd.","동사는 지주회사로 전환되어 투자, 브랜드수수료, 경영자문수수료, 임대수익 등 지주회사 사업과 보툴리눔 톡신 제품 사업을 영위함. 분할 후 존속회사인 동사는 분할전 사업부문을 제외한 투자사업부문과 보톡스사업을 영위함과 동시에 지주회사로서의 역할을 수행함. 분할 후 신설회사인 휴온스는 의약품 사업부문 일체를 영위함. 2016년 5월 3일 기업 분할에 따라서 휴온스글로벌로 사명 변경함.",KRX,289017
332570-KR,CP0000003893,와이팜,"Wireless Power Amplifier Module, Inc.","동사는 이동통신용 단말기에 탑재되는 전력증폭기 모듈(PAM)을 개발, 제조 및 판매를 주사업으로 영위. 휴대폰 부품 중 PAM를 포함한 RF FEM 시장은 각 휴대폰 메이커별로 일부 업체가 과점적으로 공급하고 있는 형태. 주로 해외 글로벌 기업들이 주를 이루고 있으며 국내 기업으로는 동사가 유일. 사업 다변화의 일환으로 스마트카 분야에 진출하여 2019년부터 스마트카 관련 매출이 발생하였으며, 현재 선도적인 위치를 점하고 있음.",KRX,161866
066670-KR,CP0000021801,디스플레이테크,"Display Tech Co., Ltd.","1998년 8월에 LCD 모듈 등의 기술개발, 제조 및 판매를 목적으로 설립되어 2002년 12월에 코스닥시장에 상장함. LCD 모듈 등의 기술 개발, 제조 및 판매하는 업체로 모바일용 Display Module 뿐만 아니라 생활의 중심의 첨단 디지털 제품의 토탈 디스플레이 솔루션을 제공함. AMOLED 산업의 성장에 따라 입지가 축소되고 있으나 중저가 휴대폰시장의 꾸준한 성장으로 삼성전자에 안정적인 납품이 이뤄지고 있음.",KRX,96854.3
900290-KR,CP0000021802,그레이트리치과기,Great Rich Technologies Limited,"동사의 주요 사업영역으로는 정밀 코팅 기능성 신소재 및 고분자 박막자재 개발, 생산, 판매업무를 하고 있음. 동사의 OCA 광학테이프는 노트북, 휴대폰, PDA 등 터치스크린 접착에 활용되며 액정 디스플레이 부품 및 백라이트 부품 고정, OLED 부품 접착에 사용됨. 동사의 방수, 방진 광학양면 테이프는 휴대폰 Window Glass 및 Case 라미네이팅 용도로 사용됨.",KRX,54.17801013
178780-KR,CP0000021803,유테크,U-Tech Co. Ltd.,"동사는 2006년 8월 금형개발업체로서 금형 제조 및 판매업을 주요 사업목적으로 설립되어, 현재 모바일 전자부품제조 및 판매업과 유류도소매 및 폐유정제사업을 영위하고 있음. 동사의 주요 제품인 LGP와 M/F는 특수 목적용 제품으로 고객의 요구에 맞춰야 하는 Customizing(맞춤형) 제품임. 에코에너지 부분은 2020년 11월 24일 부로 중단영업으로 분류되었음.",KRX,60240.3
320000-KR,CP0000021805,윈텍,"WINTEC Co., Ltd.","동사는 머신비전(Machine Vision) 및 화상처리를 통한 전자 부품, 디스플레이,필름 검사 S/W 개발 및 장비를 제작함. 전자 부품 관련 검사장비 관련 CI(Chip Inspector) 사업, 디스플레이 관련 검사장비 사업부인 LI(LCD inspector) 사업, 필름 관련 검사장비인 FI 사업으로 분류됨. 머신비전 기술을 기반으로 한 AI 머신비전 개발, X-ray 검사장비 개발등 신사업 개발 중임.",KRX,41.37339783
049120-KR,CP0000021807,파인디앤씨,"Fine DNC Co., Ltd.","동사는 자체 금형기술센터에서 개발한 정밀금형기술을 통해 디스플레이 모듈의 패널을 보호하고 이탈을 방지하는 메탈프레임과 금형/목업 제품을 제조 납품하고 있음. 오랜 경험과 노하우를 근간으로 개발 제조된 제품은 삼성디스플레이 등 국내외 유수의 글로벌 고객사에 납품하고 있음. 2차전지용 배터리캔, 옥외형 접이식 피난계단 등의 자체 개발 및 제조를 통해 사업다각화와 고객다변화를 통한 성장을 도모하고 있음.",KRX,46208.8
019550-KR,CP0000003692,에스비아이인베스트먼트,"SBI Investment Korea Co., Ltd.","동사는 중소기업창업지원법에 근거하여 중소창업기업에 대한 투자 지원과 창업투자조합의 결성 등을 영위할 목적으로 1986년 11월 24일에 설립됨. 1989년 9월에 벤처캐피탈 업계 최초로 코스닥시장에 상장되어 코스닥시장에서 매매가 개시함. 동사의 주요 사업 분야는 창업자 및 벤처기업에 대한 투자, 창업투자조합의 결성 및 업무의 집행, 사모투자전문회사(PEF)의 설립 및 운용, 기업인수합병(M&A) 등임.",KRX,233657
023410-KR,CP0000003673,유진기업,Eugene Corporation,"동사는 1984년 6월에 설립되어 레미콘의 제조, 판매와 건설업을 주요사업으로 하고 있으며 시멘트 및 골재 등을 이용하여 건자재를 생산, 판매하고 있음. 레미콘 제품은 시멘트, 자갈, 모래 등의 원재료를 공장으로 운송, 제조 공정을 거친 후 레미콘 트럭으로 제한 시간 내 건설 현장에 운송하므로 제조업과 운송업의 양면성을 지니고 있음. 시멘트업은 일반 제조업에 비하여 가동율이 저조한 편이며, 수요에 대하여 공급이 비탄력적임.",KRX,276617
095720-KR,CP0000003455,웅진씽크빅,"Woongjin Thinkbig Co., Ltd","동사는 2007년 5월 1일 '웅진'을 존속법인으로 하여 인적분할에 의해 설립되었으며, 2007년 5월 31일 유가증권시장에 주식을 상장함. 동사는 회원제 학습지(교문문화사업본부)와 전집 도서 기반(미래교육사업본부)의 어린이 교육 서비스를 비롯하여 클래스, 학습센터 등 온·오프라인 학습 서비스와 단행본 출판업을 영위하고 있음. 2019년 전과목 AI 맞춤형 스마트 학습이 가능한 '웅진스마트올'을 런칭함.",KRX,282835
206640-KR,CP0000003457,바디텍메드,"Boditech Med, Inc.","동사는 1998년 11월 설립되었으며 2015년 코스닥 시장에 스팩 합병 형태로 상장함. 동사는 면역진단 카트리지 및 진단기기 등 체외진단제품의 연구개발, 생산과 판매를 주요업무로 하고 있으며, 인체의 각종 질환등 영역을 포괄하는 진단카트리지 제품군을 형성하고 있음. 코로나19 바이러스 감염 여부를 확인할 수 있는 COVID-19 Ag 및 COVID-19 Ab 제품이 개발 완료되어 수출용 허가를 취득하였음.",KRX,295355
011000-KR,CP0000003194,진원생명과학,"GeneOne Life Science, Inc.","동사는 초기에 의류용 심지 전문 제조와 판매를 목적으로 1976년에 설립되어 1987년 유가증권시장에 상장함. 주요 목적사업은 생명공학을 이용한 의약품 개발 등으로 확장한 상태이며 핵산 기반 바이오 신약과 항염증 치료 신약 등의 신약 개발 사업을 진행하고 있음. 당분기말 현재 CMO 제조 및 생산, 심지 제조 및 생산을 영위하는 2개의 연결대상종속회사를 보유중임.",KRX,1069070
008355-KR,CP0000033788,남선알미우,NAMSUN ALUMINIUM CO. LTD Pfd  Non-Voting,"Namsun Aluminum Co., Ltd. manufactures aluminum products. Its main products include windows and doors, curtain wall, industrial structure material, and bomb blast mitigated windows. The company was founded on July 20, 1947 and is headquartered in Daegu, South Korea.",KRX,236994
008775-KR,CP0000033789,호텔신라우,"HOTEL SHILLA CO.,LTD Pfd  Non-Voting","HOTEL SHILLA Co., Ltd. engages in the provision of hospitality services. It operates through the Trading and Hotel and Leisure business divisions. The Trading division retails and distributes imported products through the operation of duty-free shops. The Hotel and Leisure division offers room reservations and accommodations, dining, spa, and events venue. The company was founded on May 9, 1973 and is headquartered in Seoul, South Korea.",KRX,2683820
